city_id,city_name,country,continent,population,regulatory_status,market_competition,number_of_drivers,number_of_rides,avg_fare,avg_wait_time_min,uber_services,major_competitors
9d978b1c-6617-4cf6-95c4-95dc9a248d70,Port Joseph,Senegal,South America,4981867.0,Restricted,Medium,15141,84106,27.507420405826522,3.7078498215477924,UberX,Grab
b7408700-0d17-4705-920d-26a080d0e4a5,Port Shannonside,France,Europe,4901993.0,Banned,Low,23664,209575,64.40836896865186,17.344457517919054,UberX,Local Taxis
3aecee16-ccd8-4805-881a-19e1095cccd7,Lake Donnaville,Marshall Islands,South America,2177603.0,Restricted,Low,9516,19003,195.3068642150067,6.577905225807464,UberPool,Lyft
0a07d46b-02fd-4a58-90b5-94b4ce68e2f9,North Phyllis,Burundi,North America,,Allowed,High,18143,228002,56.610777735564106,13.28088413152124,UberX,Local Taxis
c6c6994a-4bab-41fe-a2eb-66908cedb34e,Lake Patrick,Liechtenstein,South America,,Restricted,Medium,8401,26567,11.111731920644011,19.03867776357973,UberX,Local Taxis
ac3579e7-9413-4035-bc01-196de9265655,Port Teresaborough,Paraguay,Europe,7249966.0,Allowed,Medium,49540,437377,80.302122105521,10.775314764327806,UberPool,Local Taxis
1e597caa-9833-4731-87ba-630539630161,Glennfurt,New Caledonia,Europe,7497874.0,Allowed,High,16745,108717,70.67443783751837,5.158379319450745,UberX,Local Taxis
ebcb9f60-0c76-472e-8aa3-ff690d7bf71a,East Caitlinside,Belize,Africa,5076291.0,Restricted,Medium,18390,238741,78.99201394989541,13.117895414663133,UberEats,Lyft
2af55871-a9c6-4420-bca9-2508f3ca31f5,Flemingview,Panama,Africa,,Banned,Low,26094,8912,82.22270091406483,5.111143390929665,UberPool,Lyft
6a09ab34-f46d-4e1f-b95c-300a7c21d446,Lynchchester,Moldova,Europe,,Allowed,Low,7829,306152,38.65781087646513,6.143278181453038,UberEats,Grab
07062ab2-65f9-49da-a9dc-6ccf680c1a2c,Danielleland,El Salvador,North America,,Allowed,Low,15499,464452,53.62088951682876,13.890461751106837,UberEats,Ola
1d3cc53c-17ae-48e1-ba7f-0af7f327b503,East Wendyside,Vanuatu,Asia,8346997.0,Banned,High,26449,141610,52.46130865834541,18.02937460430794,UberEats,Ola
592ab64c-8dc3-4085-a3ea-4656097865cc,Teresaborough,Kazakhstan,Asia,,Banned,Low,19503,136986,91.15898707459004,16.56992595831607,UberX,Local Taxis
89b3c4f3-8c3f-41bc-a334-45e464e67673,Lake Lisa,South Africa,Asia,7208637.0,Allowed,High,48375,42437,16.959590223255496,16.942953797352583,UberPool,Ola
3a31ae35-8485-46bb-a30e-8c8e112ef9c2,Port Douglas,Antarctica (the territory South of 60 deg S),Australia,1132190.0,Restricted,Low,8349,315888,53.37327660441772,2.0144368409806286,UberPool,Local Taxis
00f30ae4-a8ce-4ed2-a23b-b14f12eb3dbf,West Heathermouth,British Indian Ocean Territory (Chagos Archipelago),Africa,5783333.0,Restricted,Medium,34932,414572,83.62104436459403,15.484342115202633,UberX,Grab
2744fe1f-3299-4dc4-b3f9-5d2be2f9f17f,Allisonview,Uganda,Australia,6012440.0,Banned,Medium,44586,377115,33.51336485891569,6.903543150659547,UberEats,Lyft
ddce1b91-2201-4920-a6b3-250c89f3ba93,East Cody,South Georgia and the South Sandwich Islands,Australia,8370535.0,Banned,High,35901,441625,96.37388358170311,9.085536580034168,UberEats,Grab
021ea623-ec1e-4aeb-a92a-cbc984fd126e,New Jacobborough,Egypt,Australia,919119.0,Allowed,Medium,16987,346133,55.9231066233332,12.956659878506905,UberPool,Lyft
1bb0cff3-0b1a-4523-a1cb-19f1f9ec6a26,North Amyborough,Equatorial Guinea,Asia,6368845.0,Allowed,Medium,19011,116136,59.53276463445713,14.056778313337883,UberPool,Lyft
4deed619-d4ff-4b7f-a97c-756c80a07847,West Katrina,Kenya,South America,2038109.0,Banned,Low,15782,129013,42.54793009623708,8.906056854486192,UberX,Ola
8bcc1a13-d823-4dfb-9054-080e676090bb,Lake Jonathanhaven,Christmas Island,Asia,1225951.0,Banned,Medium,3113,308273,81.10782853476944,8.028915941459154,UberPool,Ola
ed5a1380-d4a4-4c75-b623-99b3fffc4d0e,Tamarachester,Lao People's Democratic Republic,Asia,2027211.0,Allowed,High,14794,267443,197.66046614410908,16.98827979281799,UberPool,Ola
4a0a63eb-6240-4c9f-8540-068af58236c7,North Staceystad,Central African Republic,North America,193411.0,Restricted,Medium,40561,211266,64.73725453554536,13.509939641808414,UberEats,Ola
3ecf79bd-f6ef-49e0-91dc-a442d5b3e9af,Robertmouth,Palestinian Territory,Asia,7356175.0,Banned,High,6521,266102,31.476659413980187,10.44118397220817,UberX,Ola
40ede07b-4ef5-494b-829e-c8186406a760,South William,Djibouti,South America,4258926.0,Restricted,High,46753,401588,33.59105286334017,10.476900300390806,UberPool,Lyft
ac7c8f10-de2e-4f95-a877-9255dc9f5e15,Port Ashleyview,Tunisia,Asia,658571.0,Allowed,Medium,3834,45692,68.36397275804484,8.473864078976424,UberPool,Grab
9c9500e4-5127-4100-b6a5-f8abee07d469,North Robertport,Congo,Africa,7699537.0,Banned,High,40641,89631,27.931891204669682,16.266736969199172,UberX,Ola
4e3fceef-a223-4085-8ee9-ba682a12d149,Mooneyport,Ethiopia,Europe,6794641.0,Allowed,Low,41397,293542,283.492663550883,4.767764564900403,UberPool,Grab
5e03e37b-731d-471a-bea5-6b00d0d760e8,Davisborough,Libyan Arab Jamahiriya,Europe,3198126.0,Restricted,Medium,32069,132245,77.89293153529319,18.610782575267194,UberEats,Grab
bca5388f-9426-4b80-b0af-d87be98580b0,East Jacob,Seychelles,South America,5899804.0,Banned,High,42878,182908,50.38817783061906,11.095750382434106,UberEats,Lyft
7ab25f91-e12f-4489-8140-6b8028923a95,Deleonberg,Anguilla,Asia,3171577.0,Allowed,High,32490,139112,14.906171373178,5.607687261453586,UberPool,Local Taxis
c9372355-d7fd-4fa5-9fce-acdd71588743,Baileyfurt,Guyana,South America,9350490.0,Banned,Medium,23313,15798,95.80348385011716,11.232698785070461,UberPool,Local Taxis
6ae253fb-1607-4799-a82e-bbdd2e7bfc1e,East Jon,American Samoa,Africa,6608661.0,Restricted,Medium,17474,493139,58.83912356676607,3.390291936111776,UberPool,Grab
a06ebfa3-a03a-4207-bcf6-81fa2cee7a62,Robertshaven,Saint Barthelemy,Australia,7645599.0,Banned,Low,32967,72962,64.37539566435403,16.960842907438476,UberX,Ola
80b78f53-c326-4fff-bae4-488bee3d8ef7,Daniellemouth,Liberia,North America,805249.0,Allowed,High,49965,425090,237.952603392753,7.446752819504353,UberX,Lyft
805fdc42-cf0d-4978-87d8-8cff4a74b8ef,West Paul,Mayotte,Africa,3030003.0,Banned,High,16880,219947,90.3614269009018,15.337542015451021,UberEats,Grab
b73c8934-92cd-43d7-9d33-03822e88dbed,Pittsview,Israel,North America,,Allowed,Low,37015,34718,88.1167679069048,15.312068140500536,UberX,Local Taxis
23914d47-9595-4f19-b7eb-6406ef17c2a6,Jessicahaven,Nepal,South America,467201.0,Banned,High,6671,16156,52.407913303577956,12.728803007822785,UberEats,Lyft
02038433-ac9a-47ff-8b45-bd3f6159a129,Ashleyburgh,Germany,Australia,8187830.0,Banned,Medium,17144,363860,87.68678050085869,3.6394171156887687,UberEats,Local Taxis
3a200997-c7a0-4ce1-91e3-b22449bba4b3,Amberland,Niue,North America,3333129.0,Allowed,High,6460,196313,53.87148631368909,14.97607488627854,UberX,Lyft
64ed1e25-3f34-4e76-b97c-3b807c883df0,East Melissa,Tajikistan,South America,6589590.0,Banned,Medium,29293,395313,27.30102416298316,16.196379453977933,UberX,Ola
67ed6d29-0823-4579-af63-3bfa9fa05bd2,Lake Joshua,Guadeloupe,Africa,4607981.0,Allowed,Low,43365,487076,50.59834561857525,16.247442088302897,UberPool,Local Taxis
659afd97-67d4-4ac1-9a6f-51cbb1a0b862,Lake Melissa,French Polynesia,Australia,1807226.0,Restricted,Medium,44293,6399,24.747979354625894,14.369678983007734,UberPool,Ola
653eba74-2bb6-4e5a-93cf-5099b221dcf3,North Sheena,France,Asia,6134283.0,Allowed,Medium,32080,460946,85.01535186840478,2.1246838511433355,UberEats,Grab
ec44a4f3-dbcf-445b-bc42-523b961283b1,Bellview,Pitcairn Islands,Europe,2439842.0,Restricted,High,22046,98703,84.54853216391226,13.77279046971539,UberEats,Ola
87127be5-a518-4e90-be43-abe1b52594a9,Lake Christine,Cote d'Ivoire,North America,2227227.0,Banned,High,28240,305457,14.219017132882156,8.743771708667087,UberEats,Lyft
2f2539a8-b5e7-48bd-9622-8bfc08fe7b13,Lake Benjaminstad,Bouvet Island (Bouvetoya),Asia,9385549.0,Restricted,Medium,18623,373939,78.96608478072606,12.183384049984733,UberEats,Lyft
797d8d59-1999-4754-9f79-5e69af90782c,Alanbury,Switzerland,Australia,9937234.0,Allowed,Medium,7921,38460,65.62621527782164,3.14130498741723,UberEats,Lyft
5e29e86c-d84a-46d5-a61f-65436899e17f,Staceyshire,Jamaica,Australia,2704474.0,Restricted,Medium,34296,482153,14.540308951539464,12.92696879734418,UberEats,Ola
5ed03518-f02d-4999-9018-af3700ecda1e,Hallbury,Gambia,Asia,5317374.0,Allowed,High,2287,417508,41.74434753936562,13.58221600519853,UberEats,Grab
0edd04a7-f5c4-4b31-a184-607e94ec041b,East Crystalside,Congo,Asia,1044535.0,Allowed,Medium,17644,108350,56.96555009081171,3.6229254826687693,UberEats,Ola
f734763a-2e4c-4eb0-8084-ba3199afe875,North Nancyshire,Timor-Leste,Asia,7819322.0,Allowed,Low,5871,363884,80.25129971114616,2.3954296665105526,UberX,Lyft
4514d24d-8736-49ea-aa85-a32fbdd26526,West Lisaland,Canada,Asia,9986300.0,Banned,Low,36926,251127,71.5567119687226,3.1883813466281747,UberX,Local Taxis
cc494fa4-b73f-46dd-9f53-b000c18eb849,Henrychester,Qatar,North America,8047559.0,Banned,High,30176,86806,89.98909020163778,17.98249206804362,UberEats,Ola
bbb41107-4ccf-41df-bfe6-6a46c7eec911,North Heatherville,Israel,North America,7053853.0,Restricted,Medium,46702,178305,254.72021886345493,19.79393622434275,UberEats,Ola
c15f3514-2dc4-441f-bd11-daba0a817550,Duncanbury,Azerbaijan,North America,5470960.0,Allowed,Low,45665,268436,8.876746685812346,17.490215115440545,UberX,Local Taxis
c4d10706-d12b-470e-8790-96be2515c22d,Alyssamouth,Guernsey,Asia,2405783.0,Restricted,Medium,38400,159871,97.27045628661413,4.827791288106743,UberX,Grab
692ff3b2-67ea-4917-b571-5b8bec9bf6ab,North Briannaside,Cuba,South America,4253163.0,Allowed,Low,48877,51009,90.49075060863314,5.973579484996849,UberEats,Local Taxis
0bcdf977-cfb1-4967-b08f-e462a472180c,Kristinabury,India,South America,4937182.0,Banned,Medium,4205,167247,15.953625852581531,6.90202480485935,UberPool,Grab
8bcb31ae-cee1-430a-9e1a-10688eda7239,Yufort,Isle of Man,Asia,7389847.0,Banned,Low,4071,240715,41.63435446582364,13.791756449724508,UberPool,Lyft
757ef17a-57ab-4e1e-af5f-7bf2e59fc8a5,Ritaberg,United States Virgin Islands,Asia,2888448.0,Allowed,Medium,36872,486710,28.518783694898826,7.958169499389835,UberX,Lyft
0a2aa518-804a-4dae-a0ed-4e7eb0b3751e,North Kevinport,Argentina,Australia,8920796.0,Banned,Medium,19016,129795,37.908839197218924,16.069877839007226,UberX,Lyft
714bda76-526d-4f77-b1a5-94275260ada1,Howellbury,New Zealand,Asia,4778149.0,Restricted,Medium,13963,205493,336.5439220126935,6.8389342249001,UberX,Ola
587093a2-6be4-4986-84d4-f7d3e4bc7d84,Goodburgh,Eritrea,Africa,3766713.0,Banned,Medium,23724,388028,42.00894829806166,3.1778589925570913,UberEats,Local Taxis
e3439b91-64b4-4360-94e2-d2a06e753e22,Port Kimberlymouth,Myanmar,Africa,7241143.0,Allowed,Medium,2900,119833,79.36014128566777,2.0922331013709226,UberEats,Local Taxis
2e87c9c3-f4f3-47bf-b6d1-0532885d4b7e,Baileyborough,Niue,Africa,4487992.0,Banned,Low,39042,101070,16.285563937035192,11.151667045783384,UberEats,Local Taxis
a252ffcd-d405-4ab0-b6c1-b2661676fa48,Freemanchester,Ghana,North America,6006284.0,Allowed,High,28686,85370,10.683820486586539,10.806927678057873,UberPool,Lyft
27e6089e-a254-47f7-ab21-f616c1a9dd05,South Suzannehaven,Iceland,South America,1212520.0,Restricted,Low,2714,41526,127.3547320511192,11.06694429211618,UberX,Local Taxis
aace9db8-fe31-49fa-aed9-428952b76024,East Patriciatown,United States Minor Outlying Islands,Europe,1302055.0,Allowed,Medium,47973,209858,8.272668848397238,12.68146216974062,UberPool,Ola
bdd5e5d1-ec8d-4398-b1e4-27d3ec0cbf2c,North Lisa,Uganda,Africa,3273053.0,Allowed,High,37986,355133,95.46665486484382,14.23222936133285,UberX,Ola
e21851cb-6d86-4b34-b278-fb3adc1d2020,New Allison,Guadeloupe,Australia,9844191.0,Banned,Medium,7216,367085,33.944995599047715,14.007373800169978,UberPool,Local Taxis
69ff2e94-1e6d-43a9-af55-869a9a81d32b,South Andrealand,Zimbabwe,South America,2606938.0,Allowed,Low,13248,213772,69.77815780197162,13.664834525691418,UberEats,Lyft
f36d04df-fcc9-4f09-84a4-07b6beb9a1c3,Davidside,Botswana,Africa,377078.0,Restricted,Medium,43365,362373,61.57992173973199,9.541044277913965,UberEats,Grab
431e5435-9a65-4069-9735-eaf9a1063b56,Lake Shaun,China,Australia,224424.0,Allowed,Low,25654,436874,8.881846242880188,3.716041840761916,UberX,Grab
a6e2f755-b09d-4cd2-a246-dcfc582a1de1,Jacquelinechester,Antarctica (the territory South of 60 deg S),South America,6715536.0,Restricted,High,10440,107392,431.40327310570694,11.723588263706286,UberX,Ola
1c87ae06-15c3-40e3-a142-5e751a49f714,South Julie,Germany,Australia,9662779.0,Banned,High,9269,251842,44.901809818326235,12.08402324656695,UberX,Lyft
14bc2b8f-696f-464e-8338-ee1a0bba20f4,Port Christianbury,Algeria,Europe,5704763.0,Allowed,Low,16755,360020,96.36445831385176,3.12303923304425,UberX,Grab
8a2b6786-1e34-4bf1-99ab-98ec734348e1,Carpenterhaven,Christmas Island,South America,,Restricted,High,30822,36567,71.69581895853564,12.574790191555596,UberEats,Grab
ea21941d-e7f7-4a04-af6d-e68754849bd0,West Jerryview,France,Africa,3067838.0,Restricted,Medium,9104,250374,41.88448853956992,9.805549202004391,UberEats,Local Taxis
3df5a98c-5162-474f-95aa-94a1c7376c39,East Monicashire,Namibia,Australia,5966711.0,Restricted,Low,31313,448398,64.9968015103592,3.63274634877604,UberPool,Ola
27c857f6-7e63-4bb8-92c3-72d9cbc98a37,New David,Guinea-Bissau,Australia,8249931.0,Allowed,Low,11632,173443,95.13505146528733,11.471690874779508,UberX,Local Taxis
5a1e2af5-51a2-488b-b490-f545e8815f38,South Mariatown,United States of America,Europe,9557023.0,Banned,Low,13530,220225,28.54352783235856,12.535760058710109,UberX,Lyft
f4468ed6-f82c-4644-81d8-99f6b0bec574,Port Daniel,Portugal,South America,2495929.0,Restricted,High,4545,436995,248.9186295612014,9.175532838316364,UberPool,Local Taxis
b6fafc3c-a6eb-41b3-a10a-d1dcc20d895d,South Wendy,Oman,Africa,3918372.0,Allowed,High,28994,387826,84.7337300814172,2.9342012560517916,UberEats,Ola
18045006-65e4-457d-893f-94129144e3ab,Charlesfurt,Malta,Asia,3888994.0,Banned,High,33133,486480,7.471188399271126,9.839477772724834,UberEats,Lyft
b6cb3654-c228-4aaf-a682-674e704914af,Cainton,Norway,South America,9696637.0,Restricted,Medium,48577,197077,363.01517679573766,8.821720758855864,UberEats,Ola
3a282ee3-8e1a-4872-8c32-8a292b71a307,Mcdanielfurt,Vanuatu,North America,8117526.0,Restricted,Medium,49119,329041,496.58620600154455,19.276025957824896,UberX,Lyft
8d98d5ea-56b2-4941-a979-f2f14b698b20,West William,Norfolk Island,Europe,8361038.0,Restricted,Low,36386,184521,77.35401592883122,11.0813469849216,UberEats,Ola
197193f4-b3b5-4622-a8e0-450d5aa7e070,New Matthew,Norfolk Island,Africa,5062258.0,Banned,Medium,29198,176244,93.14931165404712,19.905999114498627,UberX,Grab
e35294c2-b3b1-480f-9dc8-8d34a780afc4,North Laura,Portugal,North America,,Restricted,Low,13044,180391,42.23799532797901,11.645174697935303,UberEats,Grab
19c223b0-d8c0-4bf4-8034-8be3a5afd613,Holmesside,Cook Islands,North America,,Banned,Low,14564,403029,50.71485802115018,12.55362251122462,UberPool,Local Taxis
bc73038f-603a-4d93-9f13-d2738125cc33,Martinfurt,Liechtenstein,Africa,7266939.0,Banned,High,29471,347497,87.47970590176115,7.073261094767016,UberEats,Lyft
ad562df2-08c6-4467-b2aa-2319f1a2c221,New Bruceburgh,Costa Rica,Africa,7450567.0,Allowed,Low,21027,201606,30.17654458055082,13.207394789252074,UberPool,Local Taxis
ddb49b5b-def4-4a77-a2cf-3d279dcae871,Monicamouth,Paraguay,Africa,7868308.0,Allowed,Medium,4488,219697,36.62936613345888,19.254326485891486,UberPool,Ola
fcb476a8-3083-49a9-b47d-069a3b15c0d6,Lake Philipstad,Malta,Asia,3639122.0,Restricted,High,43986,101572,8.93967820117037,16.666525570247003,UberX,Local Taxis
8184fbdf-520e-4693-982d-8b8755fc0bb9,New Joseph,Syrian Arab Republic,North America,7470685.0,Banned,Medium,15194,453615,30.43285643125596,4.268523905016654,UberPool,Local Taxis
d8e74142-1d88-40f1-89b4-2e97bc76ac8b,Scotthaven,Cuba,Asia,7593026.0,Allowed,Medium,41669,240197,256.1846001422272,18.49839179467049,UberX,Grab
5a567a29-91cb-4abe-9784-c83f9ec4e306,South Nicole,Malaysia,Europe,4027531.0,Allowed,Low,11500,282066,81.15430317653673,17.816741810214825,UberEats,Grab
ad17a4ad-13fe-4527-b1ec-eb78861e45bf,Angelatown,Cote d'Ivoire,South America,,Restricted,Medium,48342,454269,26.905181742983686,16.368280996254256,UberPool,Lyft
971d2c2e-6ddd-4138-bf33-1459db58d09b,North Derek,Qatar,Australia,5452961.0,Allowed,Medium,11216,319552,62.538012236070124,3.95083244287627,UberX,Lyft
e6629f80-8ebb-4d1c-ae52-82a2671595c5,Garnerberg,Luxembourg,Europe,8179536.0,Banned,Medium,41754,445015,98.28657159551737,13.344416781517285,UberX,Grab
86d16aef-6f3c-4afb-a3b1-3912d404bcbb,North David,Swaziland,Australia,6987851.0,Allowed,Low,14696,262348,24.809577398395888,16.901361974191705,UberX,Lyft
f697f86e-0f62-4cf5-8bba-e4d9bb83e429,New Deborahtown,Sao Tome and Principe,Australia,9913637.0,Allowed,Medium,18347,288615,196.9088698912817,14.546924773554634,UberEats,Grab
050fd9d4-d3d2-4bbe-bf1b-ed16deb34823,East Elizabethmouth,Mali,Asia,5708125.0,Banned,Medium,42244,196260,10.60212230224602,2.158596595306215,UberX,Lyft
7c4ebfcc-00b9-4e0c-8abf-27b416586dbb,Riveramouth,Costa Rica,South America,,Banned,Low,35885,375873,31.573654936219448,2.816238858747969,UberPool,Ola
b5c246dc-c094-4432-997f-b28e2164f96b,North Christopher,Latvia,Africa,1391890.0,Restricted,Low,22340,317858,99.71881197527935,6.127099708914128,UberEats,Lyft
bae7c18b-63f8-4309-a754-7ced5478e470,Clarkmouth,Czech Republic,Australia,2429879.0,Allowed,Low,43814,239592,34.694526882784366,18.122231744437837,UberEats,Ola
80600a64-9aea-413c-a32a-5d618b132a3e,Richardtown,Marshall Islands,North America,9977453.0,Banned,High,38904,374564,78.43519092806493,5.374462210247591,UberX,Lyft
0f3fe407-9cd3-4c8a-a417-6c601eabdd1f,West Sharonbury,Antarctica (the territory South of 60 deg S),South America,6369007.0,Restricted,Medium,16224,217012,335.40753277713225,6.313825838361126,UberX,Local Taxis
c1521262-8bd6-4189-aa1f-febac2d6a420,New Troyshire,Colombia,Europe,8842076.0,Banned,High,15090,479496,5.6000575198988365,3.220230644578543,UberEats,Ola
4fe7ce36-c403-45f4-9026-27c7283b4f9e,Schmidtmouth,Samoa,Europe,4350488.0,Allowed,Low,26879,231576,5.956252490947435,6.893099035651604,UberEats,Ola
656132de-3d24-4af5-90dc-1804ef702ee1,South Danielmouth,Netherlands Antilles,North America,9643988.0,Allowed,High,49119,394752,43.37358716873345,7.645652532617102,UberPool,Lyft
c6346d96-2883-4bc6-b509-4fd2db129256,Jermainefurt,Korea,Europe,3401404.0,Banned,Low,24951,348242,92.7476144526019,2.7821404261013845,UberEats,Grab
c19fc4fd-4a03-4250-9328-121165c9d175,Reyeston,Morocco,Africa,2016834.0,Banned,Low,44730,108900,64.06345015356995,10.590993718433424,UberX,Ola
81a8cdbf-09e6-497a-813b-e6ad3fccdc32,South Phillip,Honduras,South America,6415521.0,Banned,Low,7899,292961,18.673678316547523,18.77614489776417,UberPool,Local Taxis
c705d463-8926-457c-9689-442179c62667,Kyleville,Mongolia,Asia,108586.0,Allowed,High,5115,306665,15.161639424135602,3.28559407099472,UberEats,Grab
e3b494da-a48f-46d7-8687-318307169b4d,Stewarttown,Jersey,Australia,740228.0,Allowed,High,40434,32615,58.09746649015725,5.840556570124463,UberPool,Ola
bb888832-d891-4d85-b5e7-9c2f5df10eec,Jillfurt,North Macedonia,North America,,Banned,Low,27498,194649,89.6230802749312,14.802016323314566,UberPool,Local Taxis
ad039e37-56d4-4146-a487-47ddac7a5c65,South Anthonyshire,American Samoa,Europe,8370468.0,Allowed,Low,23216,278152,322.0564871949252,4.91596229244049,UberEats,Lyft
23823539-f57b-475a-b803-6b455f3bd011,Christinaton,Zimbabwe,North America,,Banned,High,5103,326082,402.1654381276092,6.5356226539863105,UberX,Lyft
7f5cc6d7-2aa0-4e60-8dcc-cb3c34d05bc9,New Cindy,Trinidad and Tobago,North America,8807005.0,Restricted,Medium,36125,244209,38.576033586467695,10.87446665387074,UberPool,Ola
5de7f905-008c-4ec3-af78-623dc0d4f4d0,Lake Christinaview,British Virgin Islands,North America,5648839.0,Restricted,High,28126,373794,50.52550981823518,8.685934945090503,UberPool,Local Taxis
